action_id,incident_id,root_cause,corrective_action,responsible_department,action_start_date,action_end_date,action_status,recurrence_after_action
1290,3172,Supplier process deviation,Issue supplier corrective action request (SCAR),Quality Assurance,2025-01-10,2025-03-01,Completed,False
1291,3176,Improper use by customer,Update owner manual and customer communication,Customer Service,2025-01-10,2025-01-21,Completed,True
1292,3177,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Quality Assurance,2025-01-08,2025-02-13,Completed,False
1293,3181,Software logic flaw,Release a software update,Design Engineering,2025-01-08,2025-04-14,Completed,False
1294,3185,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-01-13,2025-03-04,Completed,False
1295,3187,Insufficient process control,Introduce statistical process control on the line,Production,2025-01-11,2025-01-27,Completed,True
1296,3189,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-01-12,2025-03-19,Completed,False
1297,3191,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-01-09,2025-02-21,Completed,False
1298,3193,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-01-12,2025-03-05,Completed,False
1299,3196,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2025-01-18,2025-04-02,Completed,False
1300,3198,Insufficient process control,Introduce statistical process control on the line,Production,2025-01-14,2025-02-01,Completed,False
1301,3204,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-01-15,2025-02-14,Completed,False
1302,3205,Insufficient process control,Introduce statistical process control on the line,Production,2025-01-12,2025-03-12,Completed,True
1303,3206,Machine calibration drift,Recalibrate equipment and update process control plan,Quality Assurance,2025-01-21,2025-03-03,Completed,False
1304,3208,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2025-01-18,2025-03-25,Completed,False
1305,3209,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-01-16,2025-03-13,Completed,False
1306,3213,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2025-01-17,2025-03-04,Completed,False
1307,3217,Software logic flaw,Release a software update,Design Engineering,2025-01-18,2025-04-13,Completed,False
1308,3221,Heat treatment deviation,Require heat treatment certificates from supplier,Quality Assurance,2025-01-20,2025-02-11,Completed,True
1309,3222,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2025-01-19,2025-03-10,Completed,False
1310,3224,Operator training gap,Retrain operators and add in-line inspection,Production,2025-01-23,2025-03-10,Completed,False
1311,3227,Insufficient process control,Introduce statistical process control on the line,Production,2025-01-21,2025-02-24,Completed,True
1312,3228,Operator training gap,Retrain operators and add in-line inspection,Production,2025-01-16,2025-03-14,Completed,False
1313,3236,Operator training gap,Retrain operators and add in-line inspection,Production,2025-01-26,2025-02-27,Completed,False
1314,3237,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2025-01-20,2025-03-05,Completed,False
1315,3238,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-01-19,2025-04-15,Completed,False
1316,3242,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-01-22,2025-02-24,Completed,True
1317,3243,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2025-01-23,2025-03-19,Completed,False
1318,3245,Insufficient process control,Introduce statistical process control on the line,Production,2025-01-27,2025-03-07,Completed,False
1319,3249,Insufficient process control,Introduce statistical process control on the line,Production,2025-01-24,2025-03-12,Completed,True
1320,3251,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-01-25,2025-03-10,Completed,False
1321,3252,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-01-23,2025-03-09,Completed,True
1322,3253,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-01-28,2025-03-22,Completed,False
1323,3255,Thermal design limitation,Redesign cooling and heat protection,Design Engineering,2025-01-26,2025-04-01,Completed,False
1324,3266,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2025-02-01,2025-04-23,Completed,True
1325,3267,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2025-01-29,2025-03-24,Completed,False
1326,3270,Corrosion due to coating defect,Improve coating process and add corrosion test,Quality Assurance,2025-01-28,2025-02-27,Completed,False
1327,3271,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-02-04,2025-03-12,Completed,False
1328,3272,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2025-01-28,2025-03-03,Completed,False
1329,3273,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-02-01,2025-03-05,Completed,False
1330,3276,Insufficient process control,Introduce statistical process control on the line,Production,2025-02-01,2025-02-20,Completed,False
1331,3277,Tolerance stack-up in design,Revise tolerances in the design drawings,Quality Assurance,2025-01-30,2025-03-24,Completed,False
1332,3278,Root cause not identified,Extended monitoring and data collection,Quality Assurance,2025-02-03,2025-03-14,Completed,True
1333,3281,Insufficient process control,Introduce statistical process control on the line,Production,2025-02-02,2025-02-19,Completed,False
1334,3283,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2025-02-04,2025-03-29,Completed,False
1335,3287,Root cause not identified,Extended monitoring and data collection,Quality Assurance,2025-02-02,2025-03-28,Completed,False
1336,3290,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-01-29,2025-03-01,Completed,True
1337,3292,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Quality Assurance,2025-02-05,2025-03-24,Completed,False
1338,3295,Insufficient design margin,Raise design margin through an engineering change,Design Engineering,2025-02-05,2025-05-02,Completed,False
1339,3299,Software logic flaw,Release a software update,Design Engineering,2025-01-31,2025-06-20,Completed,False
1340,3301,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-02-05,2025-04-17,Completed,False
1341,3303,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-02-08,2025-03-23,Completed,True
1342,3304,Supplier process deviation,Issue supplier corrective action request (SCAR),Quality Assurance,2025-02-11,2025-03-09,Completed,False
1343,3311,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-02-07,2025-04-24,Completed,True
1344,3312,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-02-06,2025-04-19,Completed,False
1345,3314,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2025-02-07,2025-04-01,Completed,False
1346,3318,Insufficient process control,Introduce statistical process control on the line,Quality Assurance,2025-02-11,2025-04-10,Completed,False
1347,3320,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-02-04,2025-03-13,Completed,False
1348,3323,Operator training gap,Add poka-yoke check at the assembly station,Production,2025-02-12,2025-03-04,Completed,False
1349,3328,Software logic flaw,Release a software update,Design Engineering,2025-02-07,2025-04-23,Completed,False
1350,3332,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Quality Assurance,2025-02-09,2025-03-21,Completed,True
1351,3336,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2025-02-16,2025-03-26,Completed,False
1352,3337,Supplier process deviation,Issue supplier corrective action request (SCAR),Quality Assurance,2025-02-13,2025-04-14,Completed,False
1353,3338,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-02-10,2025-04-11,Completed,False
1354,3341,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2025-02-12,2025-04-13,Completed,False
1355,3343,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Quality Assurance,2025-02-17,2025-03-11,Completed,False
1356,3349,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-02-10,2025-04-20,Completed,True
1357,3354,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-02-13,2025-05-10,Completed,False
1358,3355,Insufficient process control,Introduce statistical process control on the line,Production,2025-02-20,2025-04-11,Completed,False
1359,3359,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2025-02-13,2025-05-11,Completed,False
1360,3363,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2025-02-19,2025-03-20,Completed,True
1361,3370,Operator training gap,Add poka-yoke check at the assembly station,Production,2025-02-18,2025-04-16,Completed,False
1362,3372,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-02-20,2025-04-30,Completed,False
1363,3374,Corrosion due to coating defect,Improve coating process and add corrosion test,Quality Assurance,2025-02-19,2025-03-28,Completed,False
1364,3376,Operator training gap,Retrain operators and add in-line inspection,Production,2025-02-21,2025-03-30,Completed,False
1365,3377,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-02-21,2025-04-30,Completed,False
1366,3378,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2025-02-19,2025-04-14,Completed,False
1367,3379,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-02-20,2025-04-07,Completed,False
1368,3385,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2025-02-16,2025-03-20,Completed,True
1369,3390,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Quality Assurance,2025-02-18,2025-04-12,Completed,False
1370,3394,Insufficient design margin,Raise design margin through an engineering change,Design Engineering,2025-02-22,2025-05-06,Completed,False
1371,3396,Heat treatment deviation,Require heat treatment certificates from supplier,Quality Assurance,2025-02-16,2025-03-31,Completed,False
